,P2.MRPS25,P1.MRPS25,S2.MRPS25,S1.MRPS25
0,0.3430983817219393,0.3561117590513561,0.32425369573243007,0.3536496557932071
1,0.3431021580410726,0.35611988073362,0.3242597074491883,0.3536523887896258
2,0.3431097105957304,0.35613612309630416,0.32427172643492597,0.35365785409431205
3,0.3431210392169775,0.35616048413557716,0.324289743799408,0.3536660503308753
4,0.3431361436471318,0.3561929608453355,0.32431374622058606,0.35367697543451443
5,0.343155023534669,0.356233549216785,0.3243437159605497,0.3536906266517723
6,0.34317765180672016,0.35628221401817534,0.3243796211100492,0.35370697529864364
7,0.34320405231169177,0.356338976942937,0.324421444133053,0.3537260403881569
8,0.3432342241987173,0.35640383077613585,0.32446915412978816,0.35374781693656415
9,0.3432681664748467,0.35647676728354066,0.32452271589674603,0.3537722992585479
10,0.3433058779917084,0.3565577772098479,0.3245820899686244,0.35379948096616626
11,0.34334735743090583,0.35664685027681725,0.3246472326654208,0.35382935496783074
12,0.34339260328826393,0.35674397518134476,0.3247180961446363,0.3538619134673545
13,0.3434416127223013,0.3568491363058288,0.3247946057635405,0.3538971481418697
14,0.3434943848465492,0.35696232330608063,0.32487672634118475,0.35393504961969807
15,0.34355091748811856,0.35708352177142527,0.32496439776523073,0.3539756079875896
16,0.3436111959289136,0.3572126882220643,0.3250575412175217,0.35401878914078516
17,0.3436752287265886,0.3573498318829783,0.3251561023972554,0.3540646032862821
18,0.34374301279601605,0.35749493505476887,0.32526000958876655,0.35411303823983614
19,0.3438145447291778,0.3576479789854531,0.3253691873986681,0.3541640811008694
20,0.34388982077499247,0.35780894386805584,0.32548355684562624,0.35421771825301124
21,0.3439688368193514,0.3579778088383363,0.3256030354545604,0.3542739353651
22,0.3440515883655315,0.35815455197267,0.32572753735517374,0.354332717392694
23,0.34413807051515716,0.35833915028611363,0.32585697338469977,0.3543940485801449
24,0.3442282779498764,0.35853157973067107,0.3259912511947501,0.354457912463279
25,0.3443222049139191,0.35873181519378244,0.3261302753621397,0.3545242918727344
26,0.344419859020112,0.35893986031357733,0.32627397718567763,0.35459317693859027
27,0.3445212209156531,0.3591556605051546,0.3264222282238925,0.35466454175799067
28,0.34462628352793234,0.3593791876474287,0.326574924722821,0.35473836712471307
29,0.3447350392953831,0.3596104125648568,0.32673196034760077,0.35481463315177664
30,0.34484748015711847,0.35984930502810675,0.32689322631192325,0.3548933192789153
31,0.34496359754432454,0.3600958337550538,0.32705861151060883,0.3549744042809455
32,0.3450834181854194,0.36034998717056715,0.32722803637157727,0.3550579036639202
33,0.34520689964050016,0.36061171285718085,0.3274013546456248,0.35514376062051084
34,0.34533402423917214,0.3608809978724652,0.32757843919235985,0.35523194896055066
35,0.345464789958105,0.3611577838734914,0.3277591821483183,0.3553224486825665
36,0.34559918584847094,0.3614420346141933,0.3279434630905455,0.35541523565240024
37,0.3457372004656274,0.36173371281075806,0.3281311601491745,0.35551028516166655
38,0.3458788218761753,0.3620327801458496,0.32832215015736194,0.355607571943961
39,0.346024037667362,0.3623391972730426,0.32851630880280064,0.35570707019209574
40,0.3461728349588244,0.3626529238214371,0.32871351078058103,0.35580875357634667
41,0.34632523026404183,0.3629739538822119,0.3289136713050838,0.3559126350546465
42,0.34648117765323866,0.3633022068204758,0.3291166189884009,0.35601864443861303
43,0.3466406631055597,0.36363763942149674,0.32932222670877903,0.3561267541752249
44,0.3468037123316368,0.36398021947916603,0.32953034377995855,0.35623691142847397
45,0.3469702672663683,0.36432988878844996,0.3297408674309596,0.35634911450896745
46,0.3471403129606618,0.36468660116363355,0.32995366971412415,0.3564633344296895
47,0.34731383411709166,0.3650503094123683,0.33016862277209985,0.3565795418315634
48,0.3474908151199089,0.3654209653410669,0.33038559899276626,0.35669770700873915
49,0.3476712700850272,0.3657985530427191,0.33060450365769034,0.3568178327442918
50,0.34785515051290444,0.36618298647591285,0.3308251750949927,0.3569398533664839
51,0.348042440196895,0.3665742146602084,0.3310474875304242,0.35706373847205
52,0.34823312789346933,0.36697219383641444,0.3312712947448071,0.3571894349754561
53,0.34842719230866553,0.3673768634996503,0.33149649230843997,0.35731693256169766
54,0.34862461678984297,0.367788169743395,0.3317229572716996,0.35744620000918004
55,0.3488253846013215,0.36820605767755143,0.33195056795192657,0.35757720591825315
56,0.3490294789620633,0.3686304714301422,0.33217920407292095,0.3577099187390203
57,0.34923690396994933,0.3690613802410078,0.3324087766403251,0.35784434227666806
58,0.3494476237139438,0.3694987023504592,0.33263914132755457,0.35798041223292804
59,0.3496616216350351,0.369942379109517,0.3328701830725732,0.3581180970000292
60,0.3498789135705291,0.370392375344411,0.3331018239485349,0.3582573805414052
61,0.3500994536164404,0.3708486080406942,0.3333339206332478,0.358398216924283
62,0.3503232258601003,0.37131101577897185,0.3335663644817055,0.3585405746451519
63,0.3505502146166744,0.37177953616668863,0.3337990491600307,0.35868442226117947
64,0.35078040446072156,0.372254105832593,0.33403187075433466,0.3588297284154967
65,0.35101378025575375,0.3727346604199739,0.3342647278745727,0.3589764618615918
66,0.35125032718156063,0.3732211345786391,0.3344975217532007,0.3591245914867148
67,0.35149005080067564,0.3737134703831105,0.334730147484178,0.35927407316091237
68,0.3517329186205781,0.3742115927396366,0.33496251993797643,0.35942488818374424
69,0.3519789614760609,0.3747154706130189,0.3351945879871701,0.35957702080908716
70,0.3522281182903263,0.37522499444052604,0.3354262218346744,0.35973042450333426
71,0.3524803765395911,0.37574009401237984,0.3356573372681369,0.3598850691200557
72,0.35273572411425536,0.3762606980401644,0.3358878531513685,0.3600409247488296
73,0.35299414932633655,0.3767867341410127,0.33611769148283305,0.36019796172930896
74,0.3532556409130819,0.3773181288205505,0.3363467774477693,0.3603561506636426
75,0.3535202227374382,0.3778548353253202,0.3365750156725928,0.36051547749916124
76,0.35378784699409094,0.37839674785313404,0.33680236348025655,0.36067589715433457
77,0.35405850387387827,0.3789437896187393,0.3370287557298302,0.360837381161374
78,0.35433218395342514,0.37949588263508033,0.337254130619935,0.3609999013414712
79,0.3546088781788963,0.3800529476915901,0.3374784297077101,0.361163429808711
80,0.35488857784538164,0.38061490433162426,0.3377015979212578,0.3613279389721146
81,0.3551712745719019,0.3811816708291434,0.3379235835655968,0.36149340153580883
82,0.35545696027204443,0.3817531641647576,0.3381443383221653,0.3616597904973235
83,0.35574562712026203,0.3823293000012562,0.33836381724193554,0.3618270791440307
84,0.3560372675138854,0.3829099926587554,0.33858197873221607,0.3619952410477438
85,0.3563318636712347,0.3834951255077777,0.33879876753897364,0.36216422337111187
86,0.35662941946662197,0.38408464198027653,0.3390141670324074,0.362334028984347
87,0.35692992763792164,0.38467845205023843,0.33922814545190766,0.3625046321113405
88,0.3572333545092967,0.38527649922333057,0.3394406477330658,0.36267597887712255
89,0.35753972132404943,0.3858786529143895,0.33965167717916456,0.36284807455180607
90,0.3578490205944942,0.3864848189253444,0.3398612114909903,0.36302089391983805
91,0.35816124469254307,0.3870949015394539,0.34006923148213974,0.3631944119837231
92,0.35847638578116003,0.3877088034993183,0.34027572101909614,0.363368603944466
93,0.3587944357430316,0.3883264259860161,0.34048066695646145,0.3635434451808118
94,0.35911538610671656,0.3889476685995628,0.3406840590675728,0.3637189112273825
95,0.35943919981661754,0.38957246337215656,0.34088590633264476,0.36389501610392183
96,0.35976589779689205,0.39020067002278913,0.3410861865081419,0.3640716942653534
97,0.36009546989039054,0.39083218349974624,0.34128489775732246,0.3642489217902847
98,0.3604279052818191,0.3914668970962238,0.3414820408371094,0.3644266748021836
99,0.3607631924150644,0.39210470244124057,0.3416776190098018,0.36460492944464307
100,0.3611013189099135,0.39274548949304244,0.34187163795173053,0.3647836618562218
101,0.3614422714785255,0.3933891465352048,0.34206410565915363,0.3649628481450013
102,0.36178603584201363,0.394035560175633,0.3422550323516886,0.36514246436300507
103,0.36213259664751063,0.3946846153486555,0.3424444303735888,0.3653224864806268
104,0.3624819373860869,0.39533619532040426,0.3426323140931724,0.3655028903612165
105,0.3628340403119024,0.39599018169766775,0.34281869980071433,0.3656836517359762
106,0.3631888627746441,0.3966464285358452,0.34300359656966,0.36586472523498104
107,0.363546405947766,0.39730483791702287,0.3431870325081695,0.36604610545630095
108,0.36390664775590714,0.39796528639384127,0.3433690289909622,0.36622776745473257
109,0.36426956457252185,0.39862764892137414,0.34354960889305375,0.36640968604906243
110,0.3646351311501698,0.39929179888512667,0.3437287964843966,0.3665918358001689
111,0.3650033205542418,0.3999576081334144,0.34390661732483374,0.36677419099029923
112,0.3653741041004745,0.40062494701424445,0.34408309815966986,0.3669567256036625
113,0.3657474485778388,0.40129368052237396,0.3442582471130461,0.36713941313002285
114,0.3661233241250615,0.40196367970529473,0.3444321110581846,0.3673222270688604
115,0.3665016964594497,0.4026348106528922,0.3446047195539965,0.36750514040785814
116,0.3668825421706975,0.403306965288594,0.3447761205329304,0.3676881575184821
117,0.36726581126171753,0.40397998226124304,0.3449463288569704,0.3678712215509267
118,0.36765146355274025,0.4046537240993404,0.3451153762194712,0.3680543045866531
119,0.3680394568143949,0.4053280522328936,0.3452832948064202,0.3682373783353076
120,0.3684297467469215,0.40600282706966434,0.34545011720666646,0.36842041413121135
121,0.3688222869657105,0.40667790807639786,0.3456158763250794,0.3686033829322281
122,0.36921702899335,0.4073531538650002,0.3457806052988388,0.36878625532108367
123,0.3696139222583447,0.4080284222836162,0.3459443374170392,0.3689690015092035
124,0.37001291410063597,0.40870357051254114,0.34610710604378286,0.3691515913431247
125,0.37041394978403724,0.40937845516488197,0.3462689445449118,0.36933399431352765
126,0.37081696016135696,0.41005293084757405,0.3464298388603372,0.36951613993017907
127,0.3712218977375321,0.41072685477579446,0.3465898655789483,0.3696980333538808
128,0.37162870161336653,0.41140008250094845,0.34674905736602535,0.3698796428336534
129,0.3720373089280246,0.4120724694543442,0.34690744661283424,0.37006093630739784
130,0.3724476549063804,0.41274387106964416,0.3470650653819475,0.3702418814231723
131,0.3728596729133501,0.41341414290917317,0.3472219453567158,0.3704224455630656
132,0.3732732945151241,0.4140831186590699,0.3473781177949246,0.37060254439334345
133,0.3736884495471885,0.4147506748283261,0.3475336134866528,0.3707821920461072
134,0.3741050456282833,0.4154166367898102,0.34768845875826115,0.3709613353253913
135,0.3745230315158627,0.4160808954448688,0.34784268761934756,0.37113996162082524
136,0.3749423322107742,0.4167433086732675,0.34799632922353396,0.37131803693993876
137,0.3753628713278637,0.41740373530994634,0.3481494121314364,0.37149552720022333
138,0.37578457119482767,0.41806203529007646,0.34830196428908405,0.3716723982674113
139,0.37620735295664803,0.41871806979585213,0.34845401301028744,0.37184861599568436
140,0.3766311366853173,0.4193717014046936,0.3486055849628558,0.37202414626968494
141,0.3770558838333336,0.42002284604746054,0.3487567615596195,0.372199008617705
142,0.37748146705802554,0.4206713137196415,0.34890750845865626,0.37237311140005225
143,0.3779078041582369,0.42131697237546184,0.34905785065710604,0.37254642116370434
144,0.3783348691616991,0.42195973245460194,0.3492077835927295,0.37271887381336316
145,0.3787625175568721,0.42259942236548986,0.34935736200321665,0.37289046955514327
146,0.3791906660505999,0.42323591666961347,0.34950660868017436,0.37306117549154644
147,0.3796192311283578,0.4238690923385776,0.349655545762645,0.37323095908223525
148,0.3800481291954128,0.42449882890252966,0.34980419474927127,0.37339978819511405
149,0.3804773212927101,0.42512506034247866,0.3499526214453383,0.3735676767274312
150,0.3809066760699672,0.4257476159892641,0.35010079770227454,0.37373454441903764
151,0.38133611080499275,0.4263663842093183,0.3502487434468534,0.37390036092829276
152,0.3817655890685453,0.4269812564768771,0.3503964780178994,0.3740651304834213
153,0.3821949872342017,0.4275921275094436,0.3505440201889407,0.3742287928331257
154,0.3826242247481485,0.4281988953991882,0.3506913881919905,0.3743913197941841
155,0.3830532219911057,0.42880146173991424,0.35083859974221626,0.3745526839459081
156,0.38348190042169256,0.4293997317492222,0.3509856720632574,0.3747128586794137
157,0.3839102213248839,0.42999361438551365,0.3511326069848281,0.37487185273460977
158,0.3843380733361254,0.4305830224594897,0.3512794345128932,0.3750296096441667
159,0.3847653822326431,0.4311678727397995,0.35142617045527785,0.375186105737114
160,0.38519210258122233,0.4317481080707727,0.3515728629846916,0.37534133265772224
161,0.38561813868315864,0.43232363323971235,0.3517194971038111,0.3754952556757184
162,0.3860434218030251,0.4328943776013383,0.3518660877177563,0.3756478543600063
163,0.3864678852352913,0.43346027483617733,0.35201264942219984,0.3757991094116766
164,0.3868914644201761,0.4340212630229898,0.3521591965257984,0.375949002698341
165,0.3873140970540208,0.4345772847036392,0.3523057430712253,0.37609751728568747
166,0.3877357231938233,0.4351282869401688,0.3524523028546083,0.3762446374661073
167,0.38815626565861927,0.43567421656589966,0.352598896766409,0.37639037151151966
168,0.3885756875759771,0.43621503422167396,0.35274553144575704,0.37653468540189217
169,0.3889939066087795,0.4367506690703834,0.35289228463609057,0.3766775689623639
170,0.389410905267376,0.43728112077404124,0.35303909981382553,0.37681901008437174
171,0.3898266364382048,0.4378063593507259,0.35318599018433844,0.3769589996879113
172,0.3902410558564465,0.43832635951681814,0.35333296875857007,0.37709753003393015
173,0.39065412215991174,0.4388411006838535,0.3534800483583509,0.37723459472988147
174,0.3910657969349859,0.43935056694651575,0.3536272416188594,0.37737018873156997
175,0.3914760124482879,0.4398547128361846,0.3537745318745491,0.3775043031152418
176,0.39188477109657077,0.44035356861813935,0.35392196275083737,0.3776369411545817
177,0.3922920433233316,0.44084713208194404,0.3540695461431476,0.3777681017942788
178,0.3926978026348114,0.4413354055765588,0.3542172937511232,0.37789778529898216
179,0.3931020256037487,0.44181839595319633,0.3543652170650702,0.37802599323607805
180,0.39350469186476045,0.4422961144995243,0.35451332734928737,0.37815272845470127
181,0.39390578410136934,0.4427685768653284,0.3546616356222929,0.37827799506102205
182,0.39430528802472964,0.44323580297977155,0.35481015263396676,0.3784017983898622
183,0.394703192344133,0.44369781696040983,0.35495888883965165,0.3785241449727052
184,0.3950994887294036,0.44415464701415097,0.3551078543712647,0.37864504250218556
185,0.39549413676694956,0.4446062882526781,0.35525702746578397,0.3787644766324624
186,0.3958871716116728,0.44505281668219593,0.35540645149208816,0.37888248221252413
187,0.39627859331254145,0.4454942718963894,0.3555561352313687,0.3789990700406702
188,0.3966683666224729,0.4459307491927217,0.3557060527274529,0.37911421384601673
189,0.39705653799293117,0.4463622391862972,0.3558562487451927,0.3792279673763515
190,0.3974431152587327,0.4467887922431796,0.35600673037471187,0.37934034404071515
191,0.39782810876567315,0.447210461911936,0.3561575041278796,0.37945135809376057
192,0.39821153127365155,0.44762730476999624,0.35630857588786957,0.3795610245752153
193,0.39859339785395803,0.4480393802645765,0.35645995085697774,0.37966935924721584
194,0.3989737257810782,0.44844675054855615,0.3566116335028874,0.3797763785297117
195,0.39935260521358174,0.4488495404867751,0.3567636776942274,0.3798821511139106
196,0.39972998121140296,0.4492477522980541,0.3569160321857957,0.3799866388532313
197,0.4001058773607378,0.4496414555635593,0.35706869919049494,0.3800898600296859
198,0.40048031894383374,0.4500307218482816,0.35722167994103243,0.3801918332898287
199,0.40085333281099683,0.450415624519441,0.35737497463284923,0.3802925775750389
200,0.401224947249493,0.45079623856237017,0.3575285823667778,0.3803921120511708
201,0.40159519184979886,0.4511726403943491,0.35768250109168026,0.38049045603782095
202,0.4019640973696719,0.4515449076768673,0.3578367275473243,0.38058762893746634
203,0.402331695596509,0.45191311912679233,0.3579912572077554,0.38068365016473266
204,0.402698019208471,0.45227735432692945,0.3581460842254303,0.3807785390760473
205,0.40306310163485165,0.45263769353645605,0.35830120137637295,0.38087231489994067
206,0.4034269551990048,0.45299421750171354,0.35845661061267853,0.3809649966682509
207,0.40378956353188933,0.45334694709277584,0.35861224188274426,0.38105655146873246
208,0.40415103761467086,0.45369602830139244,0.35876813766392573,0.381147053420069
209,0.40451141193647216,0.45404154187058415,0.3589242844969727,0.3812365202718514
